order_id,order_date,region,city,product_name,category,quantity,unit_price,total_revenue,customer_id,sales_channel
UK-2026-101974,2026-03-20,West,Ahmedabad,Noise-Cancelling Headphones,Electronics,1,8870,8870,CUST-18724,App
UK-2026-103350,2026-05-18,South,Hyderabad,Running Sneakers,Fashion,2,2715,5430,CUST-35281,Website
UK-2026-104548,2026-06-18,South,Kochi,Mixer Grinder 750W,Home & Kitchen,2,3273,6546,CUST-32613,Website
UK-2026-101245,2026-02-07,West,Surat,Mixer Grinder 750W,Home & Kitchen,1,3276,3276,CUST-86605,App
UK-2026-102414,2026-04-03,South,Hyderabad,Beard Grooming Kit,Beauty,1,967,967,CUST-57405,App
UK-2026-101160,2026-02-10,South,Chennai,Air Fryer 5L,Home & Kitchen,1,5397,5397,CUST-49894,App
UK-2026-104256,2026-06-06,Central,Indore,Slim Fit Jeans,Fashion,1,1543,1543,CUST-57105,App
UK-2026-102150,2026-03-31,,Indore,Mirrorless Camera Lite,Electronics,2,27710,55420,CUST-48908,Marketplace
UK-2026-101189,"Feb 10, 2026",Central,Raipur,Face Wash Combo,Beauty,1,436,436,CUST-39493,Website
UK-2026-104885,07/06/2026,East,Bhubaneswar,Power Bank 20000mAh,Electronics,1,1789,1789,CUST-44061,App
UK-2026-101256,2026-02-07,West,Mumbai,MIRRORLESS CAMERA LITE,Electronics,1,29896,29896,CUST-87194,Marketplace
UK-2026-102871,2026-04-03,Central,Bhopal,Non-Stick Cookware Set,Home & Kitchen,1,2784,2784,CUST-78745,App
UK-2026-103048,2026-04-26,West,Ahmedabad,Denim Jacket,Fashion,1,2209,2209,CUST-30976,Website
UK-2026-102066,2026-03-22,Central,Raipur,Mirrorless Camera Lite,Electronics,1,27640,27640,CUST-19865,App
UK-2026-102735,2026-04-10,West,Pune,Bluetooth Speaker Mini,Electronics,1,1565,1565,CUST-30315,Marketplace
UK-2026-104257,2026-06-16,South,Hyderabad,Noise-Cancelling Headphones,Electronics,1,8957,8957,CUST-45547,Marketplace
UK-2026-103943,2026-05-04,South,Kochi,Slim Fit Jeans,Fashion,2,1634,3268,CUST-81804,Website
UK-2026-102734,2026-04-25,South,Hyderabad,Denim Jacket,Fashion,1,2273,2273,CUST-45694,Website
UK-2026-101530,2026-03-16,North,Delhi,Denim Jacket,Fashion,1,2295,2295,CUST-43592,App
UK-2026-104029,2026-06-19,West,Pune,Ethnic Dupatta,Fashion,3,517,1551,CUST-72014,Website
UK-2026-103069,2026-04-14,Central,Indore,Sunscreen SPF50,Beauty,2,530,1060,CUST-24039,App
UK-2026-102528,2026-04-13,South,Kochi,Air Fryer 5L,Home & Kitchen,1,5381,5381,CUST-31213,App
UK-2026-101335,2026-02-03,South,Hyderabad,Sunscreen SPF50,Beauty,3,540,1620,CUST-64988,App
UK-2026-101949,2026-03-01,North,Delhi,Ultrabook Air 14,Electronics,1,29633,29633,CUST-57436,Website
UK-2026-100585,2026-01-13,North,Gurugram,Ethnic Dupatta,Fashion,1,517,517,CUST-78752,App
UK-2026-102003,2026-03-07,North,Noida,Ionic Hair Dryer,Beauty,1,1988,1988,CUST-19037,App
UK-2026-102975,2026-04-20,South,Hyderabad,Bluetooth Speaker Mini,Electronics,2,1487,2974,CUST-61116,Marketplace
UK-2026-102794,2026-04-17,North,Chandigarh,Bluetooth Speaker Mini,Electronics,2,1487,2974,CUST-83045,App
UK-2026-103238,2026-05-05,South,Hyderabad,Wireless Earbuds Pro,Electronics,1,2999,,CUST-10043,Website
UK-2026-102226,2026-03-28,East,Patna,Wireless Earbuds Pro,Electronics,2,3073,"6,146.00",CUST-88240,Marketplace
UK-2026-100031,2026-01-15,,Noida,Noise-Cancelling Headphones,Electronics,1,8778,8778,CUST-74746,Website
UK-2026-104678,2026-06-19,North,Chandigarh,Smart Watch X2,Electronics,2,4632,9264,CUST-69825,App
UK-2026-100869,2026-02-21,South,Chennai,Denim Jacket,Fashion,1,2210,2210,CUST-65049,Website
UK-2026-103556,2026-05-13,North,Gurugram,Makeup Brush Set,Beauty,1,1296,1296,CUST-65935,App
UK-2026-104946,2026-06-06,South,Kochi,Vitamin C Serum,Beauty,1,666,666,CUST-17855,App
UK-2026-102939,2026-04-01,North,Chandigarh,Noise-Cancelling Headphones,Electronics,3,8745,26235,CUST-71468,Marketplace
UK-2026-102212,2026-03-03,South,Chennai,Modern Wall Clock,Home & Kitchen,2,763,1526,CUST-33278,App
UK-2026-103112,2026-05-01,West,Mumbai,Leather Wallet,Fashion,1,880,880,CUST-15772,App
UK-2026-100783,2026-02-05,Central,Bhopal,Non-Stick Cookware Set,Home & Kitchen,2,3022,6044,CUST-46300,App
UK-2026-100961,2026-02-28,South,Bengaluru,Noise-Cancelling Headphones,Electronics,1,8569,8569,CUST-92986,App
UK-2026-104956,2026-06-13,West,Pune,Air Fryer 5L,Home & Kitchen,2,5571,11142,CUST-66640,App
UK-2026-100143,2026-01-19,South,Chennai,Cotton Kurta Set,Fashion,1,1360,1360,CUST-61290,App
UK-2026-104936,2026-06-18,South,Chennai,Yoga Mat Pro,Sports,2,1240,2480,CUST-61116,Marketplace
UK-2026-103930,2026-05-17,Central,Indore,Wireless Earbuds Pro,Electronics,,3119,12476,CUST-47687,Marketplace
UK-2026-101867,2026-03-08,North,Gurugram,Foldable Treadmill T2,Sports,1,23862,23862,CUST-99810,Website
UK-2026-102622,2026-04-04,Central,Raipur,Cotton Bedsheet Set,Home & Kitchen,2,1447,2894,CUST-48836,Website
UK-2026-100626,2026-01-16,West,Surat,Cotton Kurta Set,Fashion,1,1362,1362,CUST-35209,App
UK-2026-101337,"Feb 4, 2026",North,Gurugram,Foldable Treadmill T2,Sports,1,26203,26203,CUST-23640,Website
UK-2026-100273,2026-01-26,South,Kochi,Ultrabook Air 14,Electronics,1,29517,29517,CUST-47695,Website
UK-2026-103754,2026-05-01,West,Pune,Vitamin C Serum,Beauty,1,711,711,CUST-90485,Website
UK-2026-104010,2026-05-28,South,Kochi,Ultrabook Air 14,Electronics,2,29758,59516,CUST-12410,App
UK-2026-103463,2026-05-27,North,Chandigarh,Face Wash Combo,Beauty,1,458,458,CUST-77133,App
UK-2026-102146,2026-03-17,South,Hyderabad,Badminton Racket Set,Sports,1,2570,2570,CUST-38656,Website
UK-2026-100991,2026-02-13,North,Chandigarh,43-inch Smart TV,Electronics,1,25655,25655,CUST-65833,Website
UK-2026-103278,2026-05-09,South,Kochi,Noise-Cancelling Headphones,Electronics,1,9241,9241,CUST-32705,Marketplace
UK-2026-104605,2026-06-09,West,Ahmedabad,Formal Shirt,Fashion,3,1052,3156,CUST-26686,Marketplace
UK-2026-102714,2026-04-02,West,Mumbai,Bluetooth Speaker Mini,Electronics,1,1496,1496,CUST-71316,App
UK-2026-104610,2026-06-11,North,CHANDIGARH,Matte Lipstick Set,Beauty,1,896,896,CUST-45542,App
UK-2026-103134,2026-05-13,East,Guwahati,Eau de Parfum 100ml,Beauty,1,1942,1942,CUST-22301,Marketplace
UK-2026-100055,2026-01-18,North,Gurugram,43-inch Smart TV,Electronics,1,27087,27087,CUST-25530,App
UK-2026-104011,2026-05-21,Central,Nagpur,Cotton Bedsheet Set,Home & Kitchen,1,1453,1453,CUST-31783,App
UK-2026-100836,2026-02-12,North,Chandigarh,Power Bank 20000mAh   ,Electronics,2,1854,3708,CUST-41268,App
UK-2026-104939,2026-06-18,West,Pune,Gym Gloves,Sports,1,518,518,CUST-47685,Marketplace
UK-2026-104341,2026-06-28,West,Mumbai,Ultrabook Air 14,Electronics,1,31049,31049,CUST-72698,App
UK-2026-104189,2026-06-29,North,Gurugram,Non-Stick Cookware Set,Home & Kitchen,1,2821,2821,CUST-78480,Website
UK-2026-102511,2026-04-03,South,Chennai,Adjustable Dumbbells 15kg,Sports,1,5006,5006,CUST-18412,App
UK-2026-102464,2026-04-09,North,Chandigarh,Noise-Cancelling Headphones,Electronics,1,8808,8808,CUST-72640,App
UK-2026-100986,2026-02-23,East,Bhubaneswar,Dinner Set 24pc,Home & Kitchen,1,2501,2501,CUST-49605,App
UK-2026-100345,2026-01-08,East,Bhubaneswar,Cotton Kurta Set,Fashion,1,1362,1362,CUST-36046,App
UK-2026-102364,2026-04-07,North,Chandigarh,Noise-Cancelling Headphones,Electronics,3,9395,28185,CUST-22564,Marketplace
UK-2026-104127,2026-06-06,East,Patna,Silk Saree,Fashion,1,3661,3661,CUST-45542,App
UK-2026-102825,2026-04-19,North,Delhi,Running Sneakers,Fashion,1,2910,2910,CUST-92832,App
UK-2026-104368,2026-06-06,West,Surat,Cotton Kurta Set,Fashion,1,1333,1333,CUST-83009,Marketplace
UK-2026-102134,2026-03-22,Central,Indore,Denim Jacket,Fashion,3,2255,6765,CUST-58301,Website
UK-2026-104460,2026-06-28,South,Chennai,Noise-Cancelling Headphones,Electronics,1,8617,8617,CUST-72946,Marketplace
UK-2026-103070,"Apr 1, 2026",South,Kochi,Slim Fit Jeans,Fashion,1,1609,1609,CUST-59466,Website
UK-2026-101800,2026-03-04,West,Surat,Mixer Grinder 750W,Home & Kitchen,1,3397,3397,CUST-34176,Website
UK-2026-101429,2026-02-28,South,Bengaluru,Power Bank 20000mAh,Electronics,1,1813,1813,CUST-68723,Marketplace
UK-2026-103830,2026-05-29,South,Chennai,Wireless Earbuds Pro,Electronics,1,2973,2973,CUST-19338,Marketplace
UK-2026-103738,2026-05-07,East,Patna,43-inch Smart TV,Electronics,3,26622,79866,CUST-69893,Marketplace
UK-2026-103608,2026-05-06,South,Chennai,Leather Wallet,Fashion,2,865,1730,CUST-51713,App
UK-2026-100248,2026-01-10,South,Bengaluru,Mixer Grinder 750W,Home & Kitchen,1,3302,3302,CUST-85101,Website
UK-2026-101991,06-03-26,North,Chandigarh,Face Wash Combo,Beauty,1,452,452,CUST-23153,App
UK-2026-100718,2026-01-04,East,Patna,Cycling Helmet,Sports,2,1543,3086,CUST-97287,Marketplace
UK-2026-102079,2026-03-13,North,Delhi,Bluetooth Speaker Mini,Electronics,2,1522,3044,CUST-95794,Website
UK-2026-104877,"Jun 4, 2026",South,Chennai,Bluetooth Speaker Mini,Electronics,1,1499,1499,CUST-46687,Website
UK-2026-101940,2026-03-19,Central,Raipur,Badminton Racket Set,Sports,1,2503,2503,CUST-92677,App
UK-2026-104849,2026-06-02,South,Madras,Beard Grooming Kit,Beauty,2,998,1996,CUST-20881,App
UK-2026-100079,2026-01-06,South,Bengaluru,Air Fryer 5L,Home & Kitchen,2,5706,11412,CUST-26026,App
UK-2026-104670,27-06-26,Central,Raipur,Badminton Racket Set,Sports,1,2458,2458,CUST-64720,Marketplace
UK-2026-101836,2026-03-28,South,Hyderabad,Adjustable Dumbbells 15kg,Sports,1,4775,4775,CUST-35276,App
UK-2026-100636,2026-01-30,East,Patna,Dinner Set 24pc,Home & Kitchen,1,2445,2445,CUST-34123,Marketplace
UK-2026-102911,06/04/2026,North,Chandigarh,Power Bank 20000mAh,Electronics,1,1831,1831,CUST-99456,Website
UK-2026-104822,2026-06-03,West,Surat,Power Bank 20000mAh,Electronics,2,1829,3658,CUST-41122,Website
UK-2026-104640,2026-06-20,South,Kochi,Cotton Bedsheet Set,Home & Kitchen,1,1346,1346,CUST-38066,Website
UK-2026-103156,2026-05-29,West,Surat,Smart Watch X2,Electronics,1,4688,4688,CUST-73605,Marketplace
UK-2026-103007,2026-04-06,North,Noida,Adjustable Dumbbells 15kg,Sports,1,5025,5025,CUST-13724,Website
UK-2026-101474,2026-03-14,West,Pune,Noise-Cancelling Headphones,Electronics,3,8958,26874,CUST-97126,Website
UK-2026-101216,2026-02-15,West,Ahmedabad,Football Size 5,Sports,1,927,927,CUST-68192,App
UK-2026-101950,2026-03-16,South,Kochi,Silk Saree,Fashion,1,3407,3407,CUST-18699,Website
UK-2026-104514,2026-06-04,South,Chennai,Slim Fit Jeans,Fashion,2,1532,3064,CUST-66555,Website
UK-2026-101845,2026-03-31,West,Surat,Bluetooth Speaker Mini,Electronics,1,1517,1517,CUST-18041,App
UK-2026-100066,2026-01-31,North,Noida,43-inch Smart TV,Electronics,,27213,54426,CUST-54547,App
UK-2026-103044,2026-04-12,Central,Indore,Cotton Kurta Set,Fashion,1,1295,1295,CUST-84748,Website
UK-2026-100856,2026-02-10,South,Hyderabad,Dinner Set 24pc,Home & Kitchen,1,2574,2574,CUST-34497,Marketplace
UK-2026-102379,2026-04-21,North,Gurugram,Cotton Kurta Set,Fashion,1,1263,1263,CUST-16143,Website
UK-2026-104529,2026-06-24,North,Gurugram,Denim Jacket,Fashion,1,2297,2297,CUST-91082,Website
UK-2026-100436,2026-01-31,South,Hyderabad,Cotton Kurta Set,Fashion,1,1273,1273,CUST-99810,App
UK-2026-103545,2026-05-04,West,Pune,Yoga Mat Pro,Sports,1,1255,1255,CUST-86193,Website
UK-2026-103746,2026-05-26,South,Bengaluru,Sunscreen SPF50,Beauty,1,556,556,CUST-53817,Website
UK-2026-102462,2026-04-01,East,Guwahati,Denim Jacket,Fashion,2,2259,4518,CUST-91324,App
UK-2026-102512,2026-04-25,Central,Raipur,Face Wash Combo,Beauty,2,438,876,CUST-13796,Website
UK-2026-103065,2026-04-12,East,Bhubaneswar,Mirrorless Camera Lite,Electronics,2,27916,55832,CUST-84081,App
UK-2026-102584,2026-04-18,East,Kolkata,Slim Fit Jeans,Fashion,1,1652,1652,CUST-35368,App
UK-2026-104997,2026-06-08,West,Pune,Power Bank 20000mAh,Electronics,2,1821,3642,CUST-73930,App
UK-2026-104373,26-06-26,South,Bengaluru,Yoga Mat Pro,Sports,1,1219,1219,CUST-46778,Website
UK-2026-100793,2026-02-02,West,Pune,43-inch Smart TV,Electronics,2,25456,50912,CUST-59564,Marketplace
UK-2026-101075,2026-02-06,North,Gurugram,Ethnic Dupatta,Fashion,1,511,511,CUST-38985,Website
UK-2026-104100,2026-06-29,Central,Bhopal,Ionic Hair Dryer,Beauty,1,1839,1839,CUST-32634,Marketplace
UK-2026-103817,2026-05-12,South,Hyderabad,Smart Watch X2,Electronics,,4395,8790,CUST-80041,Marketplace
UK-2026-103148,2026-05-03,West,Ahmedabad,Formal Shirt,Fashion,1,1128,1128,CUST-79025,App
UK-2026-104767,2026-06-24,East,Patna,Bluetooth Speaker Mini,Electronics,2,1558,3116,CUST-26026,Website
UK-2026-100923,2026-02-01,South,Chennai,Ultrabook Air 14,Electronics,2,31249,62498,CUST-52363,Marketplace
UK-2026-102922,2026-04-09,East,Bhubaneswar,43-inch Smart TV,Electronics,1,27269,27269,CUST-26952,Marketplace
UK-2026-104716,2026-06-24,North,Delhi,Eau de Parfum 100ml,Beauty,1,1966,1966,CUST-14195,Website
UK-2026-104595,2026-06-14,Central,Indore,Gym Gloves,Sports,1,495,495,CUST-89314,Website
UK-2026-102549,2026-04-10,,Chennai,Cotton Bedsheet Set,Home & Kitchen,1,1330,1330,CUST-70987,Marketplace
UK-2026-100880,2026-02-26,Central,Raipur,Smart Watch X2,Electronics,1,4385,4385,CUST-27000,App
UK-2026-101200,2026-02-15,Central,Raipur,Denim Jacket,Fashion,1,2182,2182,CUST-69997,Website
UK-2026-101438,2026-02-18,North,Delhi,Eau de Parfum 100ml,Beauty,2,1987,3974,CUST-27397,Website
UK-2026-102224,2026-03-24,Central,Indore,bluetooth speaker mini,Electronics,1,1541,1541,CUST-97238,Website
UK-2026-101887,2026-03-14,South,Kochi,Wireless Earbuds Pro,Electronics,2,2873,5746,CUST-94130,App
UK-2026-104044,2026-06-04,West,Surat,43-inch Smart TV,Electronics,1,27011,27011,CUST-83962,App
UK-2026-101706,2026-03-03,North,Noida,43-inch Smart TV,Electronics,1,26787,26787,CUST-46122,Website
UK-2026-101049,2026-02-17,North,Noida,Cycling Helmet,Sports,3,1548,4644,CUST-20881,Marketplace
UK-2026-104174,2026-06-14,West,Surat,Ultrabook Air 14,Electronics,2,30437,60874,CUST-49005,Marketplace
UK-2026-101968,2026-03-27,West,Bombay,Slim Fit Jeans,Fashion,1,1651,1651,CUST-18569,App
UK-2026-104275,2026-06-24,South,Kochi,Makeup Brush Set,Beauty,1,1280,1280,CUST-98936,Website
UK-2026-102096,2026-03-28,,Ahmedabad,Silk Saree,Fashion,2,3613,7226,CUST-72065,Website
UK-2026-101851,2026-03-17,South,Hyderabad,Leather Wallet,Fashion,1,875,875,CUST-71388,App
UK-2026-100745,2026-02-21,Central,Raipur,Modern Wall Clock,Home & Kitchen,1,839,839,CUST-22021,App
UK-2026-101301,2026-02-05,Central,Bhopal,Beard Grooming Kit,Beauty,1,1043,1043,CUST-87948,Website
UK-2026-104039,2026-06-27,South,Hyderabad,Wireless Earbuds Pro,Electronics,1,2963,2963,CUST-20423,Website
UK-2026-102820,2026-04-24,South,Cochin,Face Wash Combo,Beauty,1,447,447,CUST-80894,Marketplace
UK-2026-104259,2026-06-23,East,Kolkata,Ionic Hair Dryer,Beauty,1,1817,1817,CUST-88452,Marketplace
UK-2026-100219,2026-01-09,East,Bhubaneswar,Mixer Grinder 750W,Home & Kitchen,1,3438,3438,CUST-27397,Marketplace
UK-2026-103939,2026-05-19,North,Noida,Robot Vacuum R7,Home & Kitchen,1,19569,19569,CUST-18342,Website
UK-2026-100980,2026-02-03,North,Gurugram,Cotton Bedsheet Set,Home & Kitchen,1,1360,1360,CUST-42035,App
UK-2026-101717,2026-03-07,South,Bengaluru,Eau de Parfum 100ml,Beauty,2,1924,3848,CUST-35251,App
UK-2026-100006,2026-01-16,South,Hyderabad,Ultrabook Air 14   ,Electronics,1,28504,28504,CUST-58375,App
UK-2026-100912,2026-02-24,South,Hyderabad,Power Bank 20000mAh,Electronics,1,1800,1800,CUST-29817,App
UK-2026-101331,2026-02-07,West,Ahmedabad,Bluetooth Speaker Mini,Electronics,1,1551,1551,CUST-24347,Website
UK-2026-102907,22/04/2026,South,Hyderabad,Denim Jacket,Fashion,1,2199,2199,CUST-88663,Marketplace
UK-2026-101564,2026-03-08,South,Kochi,Noise-Cancelling Headphones,Electronics,4,8671,34684,CUST-42937,Website
UK-2026-103050,2026-04-23,West,Bombay,Running Sneakers,Fashion,1,2931,2931,CUST-81569,App
UK-2026-102833,2026-04-07,East,Patna,Formal Shirt,Fashion,1,1069,1069,CUST-96108,App
UK-2026-104800,2026-06-13,West,Ahmedabad,Wireless Earbuds Pro,Electronics,1,2941,2941,CUST-31086,App
UK-2026-103487,2026-05-16,Central,Indore,Denim Jacket,Fashion,1,2152,2152,CUST-61842,Website
UK-2026-100618,2026-01-23,North,Noida,Smart Watch X2,Electronics,2,4417,8834,CUST-25060,Marketplace
UK-2026-100987,2026-02-26,West,Surat,Modern Wall Clock,Home & Kitchen,2,769,1538,CUST-13307,App
UK-2026-103925,2026-05-12,West,Ahmedabad,Air Fryer 5L,Home & Kitchen,3,5269,15807,CUST-57359,Marketplace
UK-2026-102590,2026-04-04,South,Chennai,Mixer Grinder 750W,Home & Kitchen,1,3172,3172,CUST-29206,App
UK-2026-100089,2026-01-15,West,Surat,Leather Wallet,Fashion,1,937,937,CUST-48524,App
UK-2026-102594,2026-04-28,North,Chandigarh,Air Fryer 5L,Home & Kitchen,1,5497,5497,CUST-71461,Website
UK-2026-100591,15/01/2026,North,Chandigarh,Beard Grooming Kit,Beauty,1,1031,1031,CUST-86801,App
UK-2026-104563,2026-06-16,West,Pune,Mirrorless Camera Lite,Electronics,1,29076,29076,CUST-48964,Marketplace
UK-2026-104160,2026-06-27,West,Pune,Denim Jacket,Fashion,1,2097,2097,CUST-95789,App
UK-2026-102516,2026-04-14,West,Surat,Vitamin C Serum,Beauty,1,669,669,CUST-51468,Website
UK-2026-101323,2026-02-17,Central,Indore,Ethnic Dupatta,Fashion,1,500,500,CUST-29977,App
UK-2026-100483,2026-01-12,,Chandigarh,43-inch Smart TV,Electronics,1,27090,27090,CUST-50331,App
UK-2026-100431,2026-01-24,East,Kolkata,Ultrabook Air 14,Electronics,1,30865,30865,CUST-47218,Marketplace
UK-2026-102202,2026-03-19,West,Surat,Cotton Bedsheet Set,Home & Kitchen,1,1381,1381,CUST-30924,App
UK-2026-104734,2026-06-25,Central,Raipur,Cycling Helmet,Sports,1,1652,1652,CUST-89928,App
UK-2026-102124,2026-03-27,North,Delhi,Running Sneakers,Fashion,2,2800,5600,CUST-15582,Marketplace
UK-2026-102999,2026-04-29,North,Chandigarh,Robot Vacuum R7,Home & Kitchen,1,18216,18216,CUST-48631,App
UK-2026-102238,2026-03-24,Central,Indore,Smart Watch X2,Electronics,,4586,4586,CUST-97703,App
UK-2026-104856,2026-06-15,South,Kochi,Silk Saree,Fashion,2,3377,6754,CUST-22679,App
UK-2026-104945,2026-06-07,East,Bhubaneswar,Smart Watch X2,Electronics,1,4371,4371,CUST-22567,Marketplace
UK-2026-101320,2026-02-03,East,Bhubaneswar,Modern Wall Clock,Home & Kitchen,1,807,807,CUST-73719,Marketplace
UK-2026-103941,2026-05-31,South,Kochi,Dinner Set 24pc,Home & Kitchen,1,2522,2522,CUST-61842,Marketplace
UK-2026-101873,2026-03-01,Central,Indore,Vitamin C Serum,Beauty,1,704,704,CUST-55694,Website
UK-2026-101067,2026-02-23,West,Surat,Matte Lipstick Set,Beauty,1,943,943,CUST-88240,Website
UK-2026-100214,2026-01-09,North,Noida,badminton racket set,Sports,1,2492,2492,CUST-11930,Website
UK-2026-103169,2026-05-10,North,Chandigarh,Cycling Helmet,Sports,1,1560,1560,CUST-24219,Marketplace
UK-2026-100782,2026-02-14,South,Hyderabad,Slim Fit Jeans,Fashion,2,1571,3142,CUST-92771,Website
UK-2026-104413,2026-06-17,West,Mumbai,43-inch Smart TV,Electronics,3,26487,79461,CUST-55694,Marketplace
UK-2026-101838,2026-03-06,Central,Indore,Matte Lipstick Set,Beauty,1,855,855,CUST-67446,Website
UK-2026-103601,2026-05-08,West,Mumbai,Cotton Bedsheet Set,Home & Kitchen,3,1449,4347,CUST-75875,Website
UK-2026-100918,2026-02-12,Central,Indore,Formal Shirt,Fashion,3,1132,3396,CUST-48243,App
UK-2026-100682,"Jan 6, 2026",North,Delhi,Smart Watch X2,Electronics,1,4333,4333,CUST-21190,App
UK-2026-100204,2026-01-04,West,Ahmedabad,Air Fryer 5L,Home & Kitchen,1,5529,5529,CUST-45342,App
UK-2026-104490,2026-06-04,South,Kochi,Vitamin C Serum,Beauty,1,672,672,CUST-49570,App
UK-2026-100186,2026-01-10,West,Pune,Electric Kettle 1.5L,Home & Kitchen,1,1044,1044,CUST-36668,App
UK-2026-102123,2026-03-16,Central,Raipur,Cotton Kurta Set,Fashion,2,1294,2588,CUST-19338,App
UK-2026-104456,2026-06-13,East,Patna,Gym Gloves,Sports,1,510,510,CUST-73417,App
UK-2026-104963,2026-06-02,North,Noida,Noise-Cancelling Headphones,Electronics,1,9368,9368,CUST-52967,Marketplace
UK-2026-100412,2026-01-10,Central,Indore,Dinner Set 24pc,Home & Kitchen,1,2534,2534,CUST-57204,Website
UK-2026-102984,2026-04-02,East,Patna,Beard Grooming Kit,Beauty,2,990,1980,CUST-89252,Marketplace
UK-2026-103597,2026-05-16,South,Kochi,Power Bank 20000mAh,Electronics,2,1738,3476,CUST-55561,App
UK-2026-104796,2026-06-03,South,Bengaluru,Leather Wallet,Fashion,1,909,909,CUST-81483,Marketplace
UK-2026-101066,2026-02-11,South,Chennai,Slim Fit Jeans,Fashion,2,1549,3098,CUST-73442,Website
UK-2026-103210,2026-05-16,Central,Indore,Ultrabook Air 14,Electronics,1,30615,30615,CUST-68620,App
UK-2026-104576,2026-06-26,West,Surat,Wireless Earbuds Pro,Electronics,1,3043,3043,CUST-78683,Website
UK-2026-102632,2026-04-30,East,Patna,Face Wash Combo,Beauty,1,450,450,CUST-47585,App
UK-2026-102992,2026-04-06,South,Kochi,Bluetooth Speaker Mini,Electronics,1,1553,1553,CUST-35839,Website
UK-2026-102256,2026-04-12,Central,Raipur,wireless earbuds pro,Electronics,3,2879,8637,CUST-87173,Marketplace
UK-2026-101013,2026-02-06,South,Bengaluru,Wireless Earbuds Pro,Electronics,1,3130,3130,CUST-74789,Website
UK-2026-101507,02-03-26,North,Chandigarh,Beard Grooming Kit,Beauty,1,951,951,CUST-12501,Website
UK-2026-101749,2026-03-24,South,Kochi,Makeup Brush Set,Beauty,2,1353,2706,CUST-73338,Website
UK-2026-103542,"May 17, 2026",North,Chandigarh,Air Fryer 5L,Home & Kitchen,1,5510,5510,CUST-57193,Website
UK-2026-101132,2026-02-14,South,Kochi,Dinner Set 24pc,Home & Kitchen,1,2389,2389,CUST-24099,Website
UK-2026-104332,2026-06-25,Central,Raipur,Noise-Cancelling Headphones,Electronics,1,9387,9387,CUST-29901,Website
UK-2026-104317,2026-06-05,West,Mumbai,Silk Saree,Fashion,1,3335,3335,CUST-48317,Marketplace
UK-2026-100310,2026-01-29,West,Mumbai,Matte Lipstick Set,Beauty,-2,940,940,CUST-47223,Website
UK-2026-101521,2026-03-19,West,Mumbai,Face Wash Combo,Beauty,2,462,924,CUST-81882,Website
UK-2026-102318,2026-04-04,South,Hyderabad,Yoga Mat Pro,Sports,1,1188,1188,CUST-45332,Marketplace
UK-2026-102862,2026-04-17,South,Chennai,Noise-Cancelling Headphones,Electronics,1,9313,9313,CUST-18734,Website
UK-2026-103388,2026-05-06,North,Chandigarh,Yoga Mat Pro,Sports,1,1162,1162,CUST-53158,App
UK-2026-104577,2026-06-05,South,Hyderabad,Cotton Kurta Set,Fashion,1,1281,1281,CUST-70966,Marketplace
UK-2026-101100,2026-02-10,South,Chennai,Beard Grooming Kit,Beauty,1,1016,1016,CUST-66793,Marketplace
UK-2026-104486,2026-06-01,South,Kochi,Silk Saree,Fashion,1,3335,3335,CUST-38130,Website
UK-2026-103245,2026-05-27,North,Chandigarh,Ultrabook Air 14,Electronics,1,31147,31147,CUST-23298,App
UK-2026-101230,2026-02-12,East,Bhubaneswar,Non-Stick Cookware Set,Home & Kitchen,1,2930,,CUST-87808,Website
UK-2026-100130,2026-01-08,North,Chandigarh,Cotton Bedsheet Set,Home & Kitchen,1,1408,1408,CUST-86076,Website
UK-2026-100199,2026-01-14,East,Bhubaneswar,Slim Fit Jeans,Fashion,1,1610,1610,CUST-84170,App
UK-2026-100334,"Jan 26, 2026",South,Chennai,Mirrorless Camera Lite,Electronics,2,28547,57094,CUST-21190,Website
UK-2026-101650,2026-03-29,South,Chennai,Foldable Treadmill T2,Sports,1,24374,24374,CUST-71124,Marketplace
UK-2026-103218,2026-05-29,West,Surat,Smart Watch X2,Electronics,2,4348,8696,CUST-46122,Marketplace
UK-2026-100494,2026-01-15,West,Surat,Slim Fit Jeans,Fashion,1,1675,1675,CUST-99639,App
UK-2026-101213,2026-02-10,South,Chennai,Robot Vacuum R7,Home & Kitchen,1,19202,19202,CUST-78745,App
UK-2026-101492,2026-03-16,North,Delhi,Non-Stick Cookware Set,Home & Kitchen,1,2919,2919,CUST-55561,App
UK-2026-103289,2026-05-01,East,Kolkata,Vitamin C Serum,Beauty,1,692,692,CUST-31209,Website
UK-2026-101882,2026-03-03,South,Bengaluru,Smart Watch X2,Electronics,1,4602,4602,CUST-12841,App
UK-2026-102254,2026-04-02,South,Chennai,Badminton Racket Set,Sports,1,2494,2494,CUST-87405,Marketplace
UK-2026-104677,2026-06-05,South,Kochi,Slim Fit Jeans,Fashion,1,1675,"₹1,675",CUST-80886,App
UK-2026-102844,2026-04-17,South,Hyderabad,Power Bank 20000mAh,Electronics,1,1818,1818,CUST-14211,App
UK-2026-104333,2026-06-22,West,Mumbai,43-inch Smart TV,Electronics,1,27040,27040,CUST-87251,Website
UK-2026-103677,2026-05-30,Central,Bhopal,Leather Wallet,Fashion,1,925,925,CUST-37066,App
UK-2026-100189,2026-01-15,East,Kolkata,Running Sneakers,Fashion,1,2914,2914,CUST-70386,App
